0.29041,0.96308,0.69732,0.68664,0.95193,0.68697,1
0.16078,0.94745,0.4672,0.47511,0.94146,0.4303,1
0.27233,0.95076,0.62934,0.63151,0.93105,0.55463,1
0.36795,0.99695,0.69242,0.68996,0.93034,0.75687,1
0.3451,0.93733,0.6422,0.65241,0.77952,0.6514,1
0.21091,0.92068,0.56469,0.57389,0.79894,0.48862,1
0.15302,0.92833,0.55429,0.5709,0.82578,0.53853,1
0.20976,0.95101,0.68873,0.6952,0.92487,0.66641,1
0.091615,0.93415,0.44861,0.45153,0.89264,0.3952,1
0.2044,0.93545,0.63026,0.64701,0.91992,0.58122,1
0.17171,0.92679,0.57165,0.58086,0.8599,0.53814,1
0.25666,0.95919,0.59863,0.60436,0.95254,0.58435,1
0.13818,0.92748,0.56733,0.5614,0.91947,0.59034,1
0.12598,0.9459,0.60387,0.59828,0.91135,0.49056,1
0.17155,0.95167,0.56849,0.55656,0.92334,0.57044,1
0.21192,0.94066,0.52633,0.52805,0.94956,0.54176,1
0.18994,0.9349,0.51076,0.50994,0.88069,0.46724,1
0.22697,0.92764,0.54975,0.53846,0.91028,0.3825,1
0.26089,0.97202,0.69242,0.68996,0.91307,0.48786,1
0.20124,0.91072,0.25305,0.26907,0.95833,0.27081,1
0.17437,0.92456,0.68318,0.68637,0.89505,0.54061,1
0.095867,0.91613,0.45772,0.46372,0.82271,0.39841,1
0.1438,0.9047,0.41659,0.43706,0.84506,0.405,1
0.13125,0.94509,0.40394,0.39931,0.9294,0.42364,1
0.26537,0.92056,0.74492,0.76314,0.95174,0.65063,1
0.15948,0.94359,0.43697,0.44116,0.86595,0.41011,1
0.22903,0.94193,0.55431,0.55666,0.94397,0.45126,1
0.31078,0.91952,0.38568,0.42112,0.93537,0.40951,1
0.27669,0.93987,0.45754,0.4702,0.95871,0.45478,1
0.10507,0.89283,0.33407,0.34262,0.78119,0.32746,1
0.14076,0.79498,0.69242,0.68996,0.94678,0.44736,1
0.18651,0.89929,0.69242,0.68996,0.95301,0.48247,1
0.29473,0.9408,0.65031,0.63694,0.92873,0.58848,1
0.081554,0.94503,0.2066,0.20076,0.93714,0.25469,1
0.1156,0.90041,0.31035,0.33148,0.73694,0.32396,1
0.29938,0.93305,0.64065,0.63252,0.92873,0.59114,1
0.24248,0.95979,0.57713,0.57874,0.90546,0.51718,1
0.22417,0.93958,0.5331,0.52086,0.8361,0.50666,1
0.18287,0.95262,0.393,0.39275,0.75829,0.40064,1
0.20171,0.96505,0.47245,0.47564,0.94541,0.50126,1
0.32001,0.95948,0.58614,0.57546,0.82614,0.54393,1
0.097745,0.90997,0.39449,0.39093,0.57187,0.32574,1
0.14138,0.92954,0.41079,0.40166,0.62952,0.43919,1
0.24086,0.95015,0.5811,0.56412,0.88662,0.5559,1
0.094517,0.92175,0.29994,0.29966,0.82398,0.29068,1
0.14471,0.94279,0.36716,0.36955,0.95164,0.28579,1
0.15115,0.93109,0.36365,0.35322,0.83675,0.33421,1
0.28926,0.96832,0.63169,0.62245,0.92451,0.5909,1
0.30626,0.96629,0.61663,0.59973,0.83099,0.59151,1
0.18541,0.94508,0.66969,0.66402,0.9336,0.53956,1
0.17518,0.96473,0.65256,0.6554,0.96188,0.66635,2
0.092697,0.92654,0.51163,0.52577,0.78823,0.52402,2
0.51049,0.97083,0.76353,0.77541,0.88802,0.83002,2
0.40208,0.96326,0.85225,0.82646,0.65485,0.81377,2
0.41769,0.95219,0.86354,0.88146,0.8091,0.84725,2
0.18882,0.92534,0.66922,0.6636,0.9421,0.58231,2
0.35937,0.95644,0.90404,0.91681,0.93093,0.83123,2
0.088048,0.92834,0.41153,0.41318,0.92405,0.42909,2
0.2359,0.94424,0.78706,0.80621,0.96479,0.74439,2
0.13045,0.87557,0.46152,0.49072,0.9138,0.40997,2
0.13731,0.93196,0.48083,0.48261,0.94901,0.39174,2
0.20536,0.92746,0.67721,0.68526,0.9347,0.53472,2
0.033079,0.89349,0.19634,0.20008,0.79087,0.18488,2
0.27578,0.93425,0.49462,0.52041,0.94226,0.56133,2
0.4761,0.97692,0.65074,0.6543,0.92169,0.68603,2
0.11671,0.91302,0.39847,0.40686,0.88927,0.32133,2
0.14756,0.89989,0.60306,0.62338,0.98155,0.54042,2
0.14255,0.93718,0.46204,0.47723,0.90997,0.44994,2
0.17945,0.92346,0.46808,0.49218,0.86352,0.45528,2
0.24535,0.93768,0.84139,0.85064,0.9198,0.71222,2
0.26204,0.94973,0.59071,0.61258,0.74894,0.51667,2
0.24631,0.94214,0.65074,0.66868,0.47814,0.63742,2
0.30528,0.95631,0.66156,0.65299,0.9334,0.62056,2
0.27103,0.89262,0.61969,0.61438,0.67507,0.52781,2
0.36785,1,0.80431,0.81592,0.62853,0.66226,2
0.34688,0.91704,0.53511,0.58164,0.92154,0.61004,2
0.46362,0.89574,0.8344,0.86186,0.96,0.7005,2
1,0.96764,1,1,0.63604,1,2
0.3944,0.95637,0.71173,0.72418,0.5776,0.71123,2
0.32171,0.99917,0.80431,0.81592,0.50982,0.87065,2
0.34255,0.89429,0.96374,0.96194,0.33973,0.90352,2
0.51394,0.9228,0.72564,0.73467,0.32714,0.76054,2
0.28797,0.94576,0.74584,0.75524,0.30186,0.72504,2
0.085841,0.91457,0.47973,0.47069,0,0.39254,2
0.18147,0.96122,0.57786,0.57319,0.3177,0.497,2
0.32799,0.93294,0.64051,0.68458,0.90963,0.57427,2
0.32868,0.84564,0.69105,0.71502,0.89296,0.57204,2
0.33905,0.85569,0.76919,0.78959,0.82614,0.61663,2
0.34002,0.97132,0.55277,0.56452,0.78789,0.60128,2
0.30303,0.95785,0.473,0.51363,0.83064,0.52501,2
0.40785,0.97204,0.88371,0.86936,0.93496,0.79974,2
0.49878,0.96203,0.71505,0.73311,0.88399,0.7611,2
0.40948,0.97013,0.76814,0.76878,0.92482,0.74007,2
0.45244,0.94318,0.5935,0.61677,0.94098,0.64646,2
0.25413,0.93991,0.45506,0.47758,0.91921,0.53284,2
0.19562,0.95172,0.80431,0.81592,0.92015,0.44958,2
0.16281,0.90265,0.48062,0.50245,0.85052,0.42854,2
0.29005,0.94357,0.66794,0.69255,0.6287,0.59834,2
0.31824,0.91716,0.57367,0.60671,1,0.62585,2
0.34457,0.94379,0.6753,0.70864,0.91358,0.70768,2
0.0081602,0.85831,0,0,0.78836,0.164175,3
0.022023,0.87723,0.069265,0.076274,0.89332,0.219908,3
0.0083538,0.88429,0.043076,0.045607,0.85873,0.177797,3
0.059972,0.89329,0.2425,0.25955,0.91048,0.32169,3
0.11456,0.9105,0.43286,0.45669,0.96289,0.50494,3
0.055112,0.92116,0.30942,0.31506,0.87784,0.36924,3
0.023822,0.89311,0.2054,0.21354,0.91434,0.33735,3
0.020168,0.89879,0.11611,0.11947,0.9514,0.226251,3
0.070536,0.92402,0.30716,0.30129,0.9226,0.46287,3
0.040907,0.9216,0.27282,0.26845,0.91214,0.31698,3
0.016081,0.89544,0.23518,0.22726,0.90732,0.28571,3
0.029606,0.93764,0.22706,0.22953,0.86575,0.32407,3
0.036793,0.89437,0.17928,0.17834,0.91683,0.30396,3
0.063427,0.91414,0.24797,0.25139,0.8405,0.36429,3
0.036684,0.93011,0.20345,0.20006,0.27326,0.33194,3
0.052446,0.91378,0.26196,0.26318,0.89464,0.35232,3
0.048579,0.9195,0.23846,0.23966,0.73561,0.3727,3
0.01799,0,0.072154,0.078313,0.90505,0.27274,3
0.031275,0.89842,0.19924,0.19076,0.91855,0.3284,3
0.06005,0.91832,0.26235,0.26199,0.91739,0.33824,3
