0.11382,0.93121,0.30489,0.31795,0.89674,0.4707,3
0.020327,0.8766,0.21545,0.22055,0.87571,0.3065,3
0.051259,0.89721,0.26414,0.26062,0.83844,0.31751,3
0.084755,0.92199,0.27622,0.28958,0.94547,0.43736,3
0.092661,0.92517,0.25464,0.27341,0.96467,0.43273,3
0.01276,0.89887,0.1252,0.11975,0.91628,0.239225,3
0.11547,0.92417,0.34771,0.35435,0.80753,0.46789,3
0.13987,0.94074,0.47624,0.48125,0.85366,0.55006,3
0.11766,0.9531,0.32069,0.32825,0.78987,0.49761,3
0.040569,0.87821,0.093571,0.096462,0.65757,0.238209,3
0.018399,0.89638,0.15835,0.16697,0.89833,0.24766,3
0.049067,0.88417,0.27986,0.28858,0.88603,0.36039,3
0.03737,0.90275,0.21712,0.2108,0.32177,0.30099,3
0.047496,0.91639,0.24012,0.2433,0.88152,0.34591,3
0.18256,0.92064,0.58453,0.57781,0.91214,0.59718,3
0.13037,0.88751,0.3503,0.37096,0.76822,0.49247,3
0.052084,0.84335,0.18707,0.19761,0.80102,0.3126,3
0.015092,0.89925,0.0985,0.095212,0.89742,0.229544,3
0.061993,0.56124,0.072154,0.078313,0.93435,0.27127,3
0.039771,0.89969,0.22362,0.21934,0.89502,0.30813,3
0.055954,0.88702,0.16541,0.17226,0.78059,0.28452,3
0.074301,0.9064,0.2419,0.25128,0.87593,0.3274,3
0.099878,0.81322,0.072154,0.078313,0.86383,0.45595,3
0.057988,0.89845,0.18703,0.19535,0.77149,0.30959,3
0.022569,0.92816,0.099725,0.097495,0.85361,0.226065,3
0.033369,0.91273,0.19522,0.19637,0.87764,0.27083,3
0.044556,0.91348,0.33841,0.34869,0.90827,0.40527,3
0.040141,0.57633,0.072154,0.078313,0.75137,0.32656,3
0.067535,0.72896,0.072154,0.078313,0.87354,0.42302,3
0,0.89989,0.020151,0.012503,0.87843,0.15,3
0.21098,0.92292,0.53608,0.53544,0.70019,0.54189,4
0.22345,0.93111,0.62447,0.62088,0.91742,0.58405,4
0.21836,0.92402,0.54278,0.55487,0.88578,0.5318,4
0.28356,0.93516,0.53048,0.54489,0.93952,0.58965,4
0.18378,0.9504,0.57182,0.55901,0.6627,0.5647,4
0.22372,0.93727,0.56792,0.55319,0.91861,0.5607,4
0.23114,0.92497,0.51319,0.52083,0.8081,0.57534,4
0.23452,0.92672,0.51981,0.53009,0.80584,0.56791,4
0.18433,0.92686,0.48411,0.48075,0.90441,0.50917,4
0.10368,0.74416,0.54278,0.55487,0.85792,0.40188,4
0.23165,0.91456,0.49572,0.51024,0.86787,0.61621,4
0.14963,0.9259,0.54081,0.53982,0.88754,0.57125,4
0.1438,0.91131,0.52566,0.52051,0.77056,0.51673,4
0.047161,0.89361,0.23555,0.25071,0.79528,0.35993,4
0.061005,0.93224,0.28423,0.28726,0.83433,0.35288,4
0.19055,0.86454,0.54278,0.55487,0.74735,0.55236,4
0.20958,0.86363,0.50282,0.56212,0.72574,0.55544,4
0.21978,0.97269,0.54278,0.55487,0.94745,0.65593,4
0.32033,0.93804,0.71483,0.71901,0.56647,0.62211,4
0.31756,0.84555,0.62312,0.67021,0.82477,0.68898,4
0.12312,0.95364,0.35139,0.35017,0.38148,0.46827,4
0.26248,0.93311,0.46607,0.47486,0.86057,0.55128,4
0.1825,0.9029,0.54278,0.55487,0.81546,0.50282,4
0.15443,0.91683,0.38022,0.38437,0.82472,0.47967,4
0.25832,0.93188,0.62924,0.63666,0.78988,0.67834,4
0.13762,0.93442,0.4081,0.40513,0.65013,0.42645,4
0.18966,0.92054,0.5194,0.52097,0.79835,0.61092,4
0.33815,0.89853,0.67095,0.67703,0.92032,0.67591,4
0.19937,0.95716,0.36152,0.36708,0.93393,0.56553,4
0.14938,0.93495,0.55805,0.56931,0.36697,0.54767,4
0.18748,0.91002,0.38577,0.39717,0.73527,0.72284,4
0.19627,0.84755,0.40427,0.4581,0.1764,0.48294,4
0.31878,0.91084,0.55532,0.55374,0.44427,0.56719,4
0.29079,0.94636,0.57695,0.59737,0.4991,0.59326,4
0.44537,0.98812,0.54278,0.55487,0.79376,0.64538,4
0.26417,0.87868,0.52574,0.5317,0.22019,0.56823,4
0.25329,0.92975,0.54278,0.55487,0.72179,0.72284,4
0.51546,0.92757,0.53832,0.55849,0.66659,0.54169,4
0.28769,0.88933,0.36887,0.38012,0.82052,0.55525,4
0.339,0.88845,0.48216,0.49014,0.77858,0.49101,4
0.28185,0.74998,0.43193,0.4623,0.89717,0.47922,4
0.3724,0.92494,0.415,0.41506,0.90975,0.52502,4
0.19023,0.84996,0.37324,0.39174,0.60671,0.43471,4
0.18157,0.84123,0.33977,0.35346,0.52283,0.72284,4
0.22395,0.88173,0.36723,0.39173,0.52283,0.4505,4
0.32734,0.9475,0.54409,0.55088,0.94225,0.54296,4
0.18947,0.85447,0.36015,0.37075,0.69422,0.47324,4
0.15407,0.89762,0.37171,0.37006,0.69132,0.47324,4
0.20184,0.93251,0.5045,0.49669,0.70849,0.47324,4
0.22646,0.94972,0.55438,0.58022,0.96611,0.72284,4
