0.11027,0.0061762,0.23936,0.1031,0.33795,0.051387,0.29041,0.96308,0.69732,0.68664,0.95193,0.68697,1
0.1861,0.029892,0.23694,0.24593,0.38168,0.15201,0.16078,0.94745,0.4672,0.47511,0.94146,0.4303,1
0.15977,0.019235,0.29325,0.28401,0.58813,0.13418,0.27233,0.95076,0.62934,0.63151,0.93105,0.55463,1
0.25816,0.0098107,0.054244,0.18939,0.40156,0.11546,0.36795,0.99695,0.69242,0.68996,0.93034,0.75687,1
0.19682,0.0065522,0.24134,0.094946,0.32093,0.032273,0.3451,0.93733,0.6422,0.65241,0.77952,0.6514,1
0.15256,0.017664,0.41783,0.18003,0.36631,0.093735,0.21091,0.92068,0.56469,0.57389,0.79894,0.48862,1
0.13219,0.045347,0.20742,0.31465,0.42558,0.19939,0.15302,0.92833,0.55429,0.5709,0.82578,0.53853,1
0.21781,0.0043142,0.20582,0.22823,0.32679,0.15808,0.20976,0.95101,0.68873,0.6952,0.92487,0.66641,1
0.11269,0.062347,0.2102,0.31253,0.3065,0.27172,0.091615,0.93415,0.44861,0.45153,0.89264,0.3952,1
0.10129,0.0020088,0.30898,0.23648,0.4655,0.12829,0.2044,0.93545,0.63026,0.64701,0.91992,0.58122,1
0.11365,0.01457,0.24135,0.23353,0.32575,0.17686,0.17171,0.92679,0.57165,0.58086,0.8599,0.53814,1
0.089288,0.014682,0.38269,0.19941,0.43272,0.11515,0.25666,0.95919,0.59863,0.60436,0.95254,0.58435,1
0.15081,0.085481,0.10945,0.29738,0.33107,0.2664,0.13818,0.92748,0.56733,0.5614,0.91947,0.59034,1
0.14387,0.022363,0.25549,0.23617,0.37243,0.13841,0.12598,0.9459,0.60387,0.59828,0.91135,0.49056,1
0.17126,0.031976,0.26406,0.20702,0.3036,0.14734,0.17155,0.95167,0.56849,0.55656,0.92334,0.57044,1
0.24577,0.049647,0.20694,0.2404,0.3558,0.16269,0.21192,0.94066,0.52633,0.52805,0.94956,0.54176,1
0.21648,0.013353,0.1723,0.085487,0.17774,0.061951,0.18994,0.9349,0.51076,0.50994,0.88069,0.46724,1
0.19626,0.013975,0.23437,0.068882,0.25762,0.025287,0.22697,0.92764,0.54975,0.53846,0.91028,0.3825,1
0.14423,0,0.21019,0.16539,0.37557,0.076133,0.26089,0.97202,0.69242,0.68996,0.91307,0.48786,1
0.08658,0.01852,0.35462,0.10794,0.26836,0.074498,0.20124,0.91072,0.25305,0.26907,0.95833,0.27081,1
0.14616,0.011139,0.33547,0.20854,0.41212,0.093625,0.17437,0.92456,0.68318,0.68637,0.89505,0.54061,1
0.17601,0.051452,0.2161,0.21785,0.20706,0.17683,0.095867,0.91613,0.45772,0.46372,0.82271,0.39841,1
0.1971,0.0223,0.26326,0.15295,0.19968,0.11484,0.1438,0.9047,0.41659,0.43706,0.84506,0.405,1
0.29456,0.075566,0.23984,0.26277,0.26572,0.20446,0.13125,0.94509,0.40394,0.39931,0.9294,0.42364,1
0.19416,0.018028,0.29876,0.26915,0.53374,0.13753,0.26537,0.92056,0.74492,0.76314,0.95174,0.65063,1
0.18378,0.058402,0.37263,0.21305,0.34496,0.141,0.15948,0.94359,0.43697,0.44116,0.86595,0.41011,1
0.20253,0.0119,0.37395,0.12468,0.31347,0.047034,0.22903,0.94193,0.55431,0.55666,0.94397,0.45126,1
0.19286,0.0192,0.3215,0.16207,0.40045,0.064597,0.31078,0.91952,0.38568,0.42112,0.93537,0.40951,1
0.29011,0.018204,0.24233,0.11028,0.22482,0.060897,0.27669,0.93987,0.45754,0.4702,0.95871,0.45478,1
0.10245,0.0994,0.49578,0.26273,0.2568,0.2504,0.10507,0.89283,0.33407,0.34262,0.78119,0.32746,1
0.30783,0.04601,0.21766,0.14265,0.1274,0.14734,0.14076,0.79498,0.69242,0.68996,0.94678,0.44736,1
0.15177,0.017245,0.18896,0.13568,0.27341,0.084421,0.18651,0.89929,0.69242,0.68996,0.95301,0.48247,1
0.16219,0.022612,0.25086,0.094067,0.27275,0.052479,0.29473,0.9408,0.65031,0.63694,0.92873,0.58848,1
0.44954,0.10823,0.14354,0.10167,0.061488,0.10089,0.081554,0.94503,0.2066,0.20076,0.93714,0.25469,1
0.24768,0.081664,0.30865,0.23036,0.24561,0.19623,0.1156,0.90041,0.31035,0.33148,0.73694,0.32396,1
0.14176,0.022444,0.15614,0.092671,0.26696,0.056194,0.29938,0.93305,0.64065,0.63252,0.92873,0.59114,1
0.16081,0.044541,0.18262,0.20166,0.38381,0.11459,0.24248,0.95979,0.57713,0.57874,0.90546,0.51718,1
0.24788,0.06163,0.202,0.17631,0.38622,0.095281,0.22417,0.93958,0.5331,0.52086,0.8361,0.50666,1
0.21062,0.079406,0.32639,0.18661,0.40157,0.097625,0.18287,0.95262,0.393,0.39275,0.75829,0.40064,1
0.23563,0.026397,0.26169,0.12909,0.24573,0.07691,0.20171,0.96505,0.47245,0.47564,0.94541,0.50126,1
0.38576,0.035804,0.34939,0.15447,0.40056,0.048513,0.32001,0.95948,0.58614,0.57546,0.82614,0.54393,1
0.12864,0.061795,0.29314,0.15773,0.32495,0.094789,0.097745,0.90997,0.39449,0.39093,0.57187,0.32574,1
0.077813,0.10687,0.40492,0.18495,0.44835,0.1071,0.14138,0.92954,0.41079,0.40166,0.62952,0.43919,1
0.20135,0.047885,0.3838,0.16701,0.27093,0.10018,0.24086,0.95015,0.5811,0.56412,0.88662,0.5559,1
0.43588,0.10916,0.2493,0.2148,0.13483,0.17769,0.094517,0.92175,0.29994,0.29966,0.82398,0.29068,1
0.20695,0.026258,0.26208,0.04628,0.14962,0.011686,0.14471,0.94279,0.36716,0.36955,0.95164,0.28579,1
0.15731,0.083177,0.46022,0.17111,0.38482,0.09469,0.15115,0.93109,0.36365,0.35322,0.83675,0.33421,1
0.16025,0.025278,0.27465,0.21784,0.37045,0.13344,0.28926,0.96832,0.63169,0.62245,0.92451,0.5909,1
0.25273,0.018713,0.30502,0.062744,0.27637,0.0055012,0.30626,0.96629,0.61663,0.59973,0.83099,0.59151,1
0.10471,0.024632,0.2373,0.28353,0.56506,0.12666,0.18541,0.94508,0.66969,0.66402,0.9336,0.53956,1
0.090735,0.10743,0.19277,0.7426,0.75007,0.47728,0.17518,0.96473,0.65256,0.6554,0.96188,0.66635,2
0.081857,0.14537,0.28942,0.80459,0.70722,0.55248,0.092697,0.92654,0.51163,0.52577,0.78823,0.52402,2
0.056475,0.050516,0.20685,0.31338,0.69977,0.18725,0.51049,0.97083,0.76353,0.77541,0.88802,0.83002,2
0.14964,0.05562,0.056594,0.24661,0.58727,0.14131,0.40208,0.96326,0.85225,0.82646,0.65485,0.81377,2
0.11229,0.035526,0.19691,0.30927,0.64397,0.16264,0.41769,0.95219,0.86354,0.88146,0.8091,0.84725,2
0.055148,0.08854,0.093913,1,1,0.60102,0.18882,0.92534,0.66922,0.6636,0.9421,0.58231,2
0.10829,0.019697,0.15778,0.55758,0.92045,0.28803,0.35937,0.95644,0.90404,0.91681,0.93093,0.83123,2
0.094359,0.17885,0.2359,0.59996,0.55295,0.49072,0.088048,0.92834,0.41153,0.41318,0.92405,0.42909,2
0.11258,0.047642,0.099857,0.70254,0.81657,0.44713,0.2359,0.94424,0.78706,0.80621,0.96479,0.74439,2
0.015934,0.1258,0.42953,0.79645,0.76416,0.52921,0.13045,0.87557,0.46152,0.49072,0.9138,0.40997,2
0.042679,0.1205,0.28508,0.65598,0.72184,0.40111,0.13731,0.93196,0.48083,0.48261,0.94901,0.39174,2
0.03014,0.04877,0.23417,0.66211,0.90451,0.37002,0.20536,0.92746,0.67721,0.68526,0.9347,0.53472,2
0.14449,0.42995,0.52101,0.72487,0.32373,0.71008,0.033079,0.89349,0.19634,0.20008,0.79087,0.18488,2
0.052835,0.068195,0.17071,0.55693,0.62197,0.40724,0.27578,0.93425,0.49462,0.52041,0.94226,0.56133,2
0.15951,0.033198,0.37526,0.23931,0.54085,0.11199,0.4761,0.97692,0.65074,0.6543,0.92169,0.68603,2
0.097329,0.13984,0.21905,0.56506,0.41167,0.41784,0.11671,0.91302,0.39847,0.40686,0.88927,0.32133,2
0.069189,0.10333,0.21992,0.83555,0.88641,0.48119,0.14756,0.89989,0.60306,0.62338,0.98155,0.54042,2
0.049957,0.12,0.17218,0.68073,0.66843,0.42987,0.14255,0.93718,0.46204,0.47723,0.90997,0.44994,2
0.12068,0.071031,0.18763,0.53656,0.59045,0.30545,0.17945,0.92346,0.46808,0.49218,0.86352,0.45528,2
0.041933,0.068102,0.26736,0.70424,0.8404,0.40654,0.24535,0.93768,0.84139,0.85064,0.9198,0.71222,2
0.17678,0.07978,0.099769,0.22643,0.40438,0.1351,0.26204,0.94973,0.59071,0.61258,0.74894,0.51667,2
0.13107,0.035824,0.28619,0.18644,0.43648,0.10088,0.24631,0.94214,0.65074,0.66868,0.47814,0.63742,2
0.080264,0.070459,0.26226,0.31242,0.54498,0.17887,0.30528,0.95631,0.66156,0.65299,0.9334,0.62056,2
0.1847,0.081551,0.20532,0.14935,0.28895,0.10661,0.27103,0.89262,0.61969,0.61438,0.67507,0.52781,2
0.12417,0.040763,0.3353,0.31906,0.63162,0.15885,0.36785,1,0.80431,0.81592,0.62853,0.66226,2
0.13939,0.072156,0.23377,0.32651,0.4461,0.26198,0.34688,0.91704,0.53511,0.58164,0.92154,0.61004,2
0.1458,0.036459,0.34713,0.37447,0.72603,0.18344,0.46362,0.89574,0.8344,0.86186,0.96,0.7005,2
0.066985,0.047614,0.27513,0.34084,0.8868,0.15034,1,0.96764,1,1,0.63604,1,2
0.045935,0.12619,0.34232,0.38008,0.68988,0.24216,0.3944,0.95637,0.71173,0.72418,0.5776,0.71123,2
0.18249,0.030153,0.10504,0.13576,0.32741,0.084232,0.32171,0.99917,0.80431,0.81592,0.50982,0.87065,2
0.099015,0.11538,0.31485,0.44802,0.91833,0.22314,0.34255,0.89429,0.96374,0.96194,0.33973,0.90352,2
0.026683,0.077046,0.32081,0.43106,0.95894,0.21416,0.51394,0.9228,0.72564,0.73467,0.32714,0.76054,2
0.025494,0.080062,0.33669,0.4103,0.9309,0.20695,0.28797,0.94576,0.74584,0.75524,0.30186,0.72504,2
0.18362,0.11053,0.08109,0,0.097042,0,0.085841,0.91457,0.47973,0.47069,0,0.39254,2
0.05664,0.11298,0.19508,0.16382,0.34342,0.12327,0.18147,0.96122,0.57786,0.57319,0.3177,0.497,2
0.1363,0.068921,0.31254,0.51474,0.97129,0.25826,0.32799,0.93294,0.64051,0.68458,0.90963,0.57427,2
0.042278,0.045661,0.33477,0.17827,0.46738,0.093073,0.32868,0.84564,0.69105,0.71502,0.89296,0.57204,2
0.031645,0.051068,0.31743,0.22897,0.57061,0.11326,0.33905,0.85569,0.76919,0.78959,0.82614,0.61663,2
0.18072,0.094591,0.2001,0.2397,0.48874,0.13553,0.34002,0.97132,0.55277,0.56452,0.78789,0.60128,2
0.099463,0.097306,0.29236,0.41312,0.61887,0.26271,0.30303,0.95785,0.473,0.51363,0.83064,0.52501,2
0.078816,0.026849,0.25649,0.35742,0.71148,0.19912,0.40785,0.97204,0.88371,0.86936,0.93496,0.79974,2
0.12395,0.028589,0.12894,0.35666,0.64305,0.20324,0.49878,0.96203,0.71505,0.73311,0.88399,0.7611,2
0.11869,0.05684,0.25798,0.40409,0.75781,0.21184,0.40948,0.97013,0.76814,0.76878,0.92482,0.74007,2
0.10015,0.024116,0.30853,0.31607,0.87184,0.12115,0.45244,0.94318,0.5935,0.61677,0.94098,0.64646,2
0.078686,0.093918,0.14865,0.81954,0.80607,0.4945,0.25413,0.93991,0.45506,0.47758,0.91921,0.53284,2
0.038696,0.090757,0.21796,0.67276,0.66734,0.44974,0.19562,0.95172,0.80431,0.81592,0.92015,0.44958,2
0.099935,0.12754,0.2825,0.54957,0.58061,0.36419,0.16281,0.90265,0.48062,0.50245,0.85052,0.42854,2
0.093076,0.10956,0.18467,0.35341,0.57957,0.20333,0.29005,0.94357,0.66794,0.69255,0.6287,0.59834,2
0.055018,0.10264,0.21023,0.91964,0.94509,0.52519,0.31824,0.91716,0.57367,0.60671,1,0.62585,2
0.075243,0.07274,0.12067,0.64908,0.66933,0.40225,0.34457,0.94379,0.6753,0.70864,0.91358,0.70768,2
0.16951,0.36889,1,0.49723,0.10749,0.62692,0.0081602,0.85831,0,0,0.78836,0.014175,3
0.06989,0.30945,0.6,0.50036,0.11941,0.56997,0.022023,0.87723,0.069265,0.076274,0.89332,0.069908,3
0.061296,0.28955,0.6,0.34615,0,0.57963,0.0083538,0.88429,0.043076,0.045607,0.85873,0.027797,3
0.095577,0.13436,0.56493,0.44879,0.26205,0.40254,0.059972,0.89329,0.2425,0.25955,0.91048,0.17169,3
0,0.076722,0.6,0.69965,0.60031,0.50278,0.11456,0.9105,0.43286,0.45669,0.96289,0.35494,3
0.017259,0.093244,0.4088,0.52207,0.33621,0.46186,0.055112,0.92116,0.30942,0.31506,0.87784,0.21924,3
0.042133,0.1718,0.45972,0.3858,0.16035,0.4361,0.023822,0.89311,0.2054,0.21354,0.91434,0.18735,3
0.34209,0.31264,0.41331,0.44858,0.16683,0.46131,0.020168,0.89879,0.11611,0.11947,0.9514,0.076251,3
0.29482,0.21077,0,0.56206,0.35135,0.47698,0.070536,0.92402,0.30716,0.30129,0.9226,0.31287,3
0.16119,0.098886,0.40747,0.3657,0.2037,0.34065,0.040907,0.9216,0.27282,0.26845,0.91214,0.16698,3
0.23369,0.39827,0.42271,0.5999,0.14642,0.64056,0.016081,0.89544,0.23518,0.22726,0.90732,0.13571,3
0.097491,0.31487,0.39344,0.61426,0.20305,0.60873,0.029606,0.93764,0.22706,0.22953,0.86575,0.17407,3
0.0069675,0.2185,0.34554,0.5901,0.28397,0.56649,0.036793,0.89437,0.17928,0.17834,0.91683,0.15396,3
0.30258,0.12643,0.25377,0.26901,0.19438,0.22678,0.063427,0.91414,0.24797,0.25139,0.8405,0.21429,3
0.21467,0.15086,0.6,0.10986,0.021207,0.14009,0.036684,0.93011,0.20345,0.20006,0.27326,0.18194,3
0.038268,0.15832,0.26566,0.53493,0.27726,0.49735,0.052446,0.91378,0.26196,0.26318,0.89464,0.20232,3
0.068578,0.1836,0.26621,0.3964,0.17755,0.41741,0.048579,0.9195,0.23846,0.23966,0.73561,0.2227,3
0.024035,0.5149,0.6,0.73057,0.2389,0.75533,0.01799,0,0.072154,0.078313,0.90505,0.12274,3
0.14993,0.20056,0.26258,0.402,0.14325,0.43381,0.031275,0.89842,0.19924,0.19076,0.91855,0.1784,3
0.33868,0.12202,0.3054,0.44124,0.23694,0.36363,0.06005,0.91832,0.26235,0.26199,0.91739,0.18824,3
0.17948,0.11941,0.16827,0.43738,0.37962,0.33095,0.11382,0.93121,0.30489,0.31795,0.89674,0.3207,3
0.087226,0.45974,0.00024832,0.94792,0.21845,1,0.020327,0.8766,0.21545,0.22055,0.87571,0.1565,3
0.93302,0.12197,0.51149,0.30481,0.15745,0.28814,0.051259,0.89721,0.26414,0.26062,0.83844,0.16751,3
0.038033,0.14865,0.30569,0.50498,0.43328,0.37511,0.084755,0.92199,0.27622,0.28958,0.94547,0.28736,3
0.078667,0.11041,0.37956,0.41536,0.32573,0.34273,0.092661,0.92517,0.25464,0.27341,0.96467,0.28273,3
0.35878,0.31355,0.6,0.38672,0.03084,0.48105,0.01276,0.89887,0.1252,0.11975,0.91628,0.089225,3
0.15781,0.096087,0.36796,0.48088,0.39158,0.3385,0.11547,0.92417,0.34771,0.35435,0.80753,0.31789,3
0.087219,0.084681,0.2237,0.4891,0.43388,0.33992,0.13987,0.94074,0.47624,0.48125,0.85366,0.40006,3
0.12135,0.10108,0.5296,0.27604,0.23776,0.25381,0.11766,0.9531,0.32069,0.32825,0.78987,0.34761,3
0.10949,0.25221,0.57661,0.35427,0.10428,0.38904,0.040569,0.87821,0.093571,0.096462,0.65757,0.088209,3
0.032345,0.45686,0.55828,0.64541,0.19969,0.64416,0.018399,0.89638,0.15835,0.16697,0.89833,0.09766,3
0.11114,0.2211,0.4242,0.63582,0.32893,0.47168,0.049067,0.88417,0.27986,0.28858,0.88603,0.21039,3
0.14081,0.23102,0.095254,0.26694,0.16041,0.26996,0.03737,0.90275,0.21712,0.2108,0.32177,0.15099,3
0.13677,0.18829,0.6,0.58119,0.21943,0.52636,0.047496,0.91639,0.24012,0.2433,0.88152,0.19591,3
